carat,cut,color,clarity,price
0.36,Ideal,D,SI1,794.0
0.36,Very Good,D,SI1,794.0
0.36,,D,SI1,794.0
0.45,Fair,F,SI1,794.0
0.45,Fair,F,SI1,794.0
0.33,Very Good,G,VVS1,795.0
0.33,Very Good,G,VVS1,795.0
0.33,Very Good,G,VVS1,795.0
0.44,Very Good,I,VS2,795.0
0.34,Very Good,F,VS1,795.0
0.33,Very Good,H,,795.0
0.35,Ideal,F,VVS2,795.0
0.35,Ideal,F,VVS2,795.0
0.3,Ideal,E,VS2,795.0
0.3,Ideal,E,VS2,795.0
0.3,Ideal,G,VS1,795.0
0.3,Ideal,F,VS1,795.0
0.43,Ideal,G,SI1,795.0
0.43,Ideal,G,SI1,795.0
0.41,Premium,D,SI2,795.0
0.4,Very Good,G,SI1,795.0
0.32,Ideal,G,VVS1,796.0
0.32,Ideal,G,VVS1,796.0
,Ideal,G,VVS1,796.0
0.38,Ideal,F,VS2,796.0
0.39,Ideal,,VS2,796.0
0.32,Ideal,H,IF,796.0
0.27,Ideal,,IF,796.0
0.3,Good,F,IF,796.0
0.3,Premium,H,VVS1,796.0
0.43,Premium,D,SI1,796.0
0.41,Very Good,J,VS1,797.0
0.33,Premium,G,VS1,797.0
0.33,Premium,G,VS1,797.0
0.32,Very Good,F,VS1,798.0
0.42,Very Good,G,SI1,798.0
0.31,Ideal,G,VVS1,798.0
0.37,Ideal,G,VS1,798.0
0.4,Fair,G,VS1,798.0
0.4,Premium,E,,798.0
0.4,Good,E,SI2,798.0
0.4,Very Good,E,SI2,798.0
,Good,E,SI2,798.0
0.4,Ideal,D,SI2,798.0
0.4,Very Good,D,SI2,798.0
0.4,Good,D,SI2,798.0
0.4,Premium,D,SI2,798.0
0.4,Good,D,SI2,798.0
0.4,Very Good,D,SI2,798.0
,Very Good,D,SI2,798.0
0.35,Ideal,G,VVS2,798.0
0.35,Premium,H,VVS1,798.0
0.35,Ideal,H,VVS1,798.0
0.35,Very Good,G,VVS2,798.0
0.35,Ideal,G,VVS2,798.0
0.42,Ideal,,VVS2,798.0
0.35,Ideal,H,VVS1,798.0
0.35,Very Good,H,VVS1,798.0
0.35,Premium,H,VVS1,798.0
0.35,Premium,H,,798.0
0.35,,G,VVS2,798.0
0.35,Very Good,G,VVS2,798.0
0.35,Very Good,H,VVS1,798.0
,,H,VVS1,798.0
0.35,Premium,H,VVS1,798.0
0.39,Very Good,,VS1,798.0
0.27,Premium,E,VVS2,799.0
0.27,Ideal,E,VVS2,799.0
0.27,Ideal,E,VVS2,799.0
0.27,Premium,E,VVS1,799.0
0.27,Ideal,E,VVS2,799.0
0.27,Ideal,E,VVS2,799.0
0.27,Ideal,E,VVS2,799.0
0.27,Ideal,E,VVS2,799.0
0.27,Ideal,E,VVS1,799.0
0.27,Ideal,D,VVS2,799.0
0.27,Ideal,D,VVS1,799.0
0.27,Premium,D,VVS2,799.0
0.27,Ideal,D,VVS2,799.0
0.27,Ideal,D,,799.0
0.3,Premium,F,VS1,799.0
0.3,Ideal,G,,799.0
0.41,Very Good,G,VS2,800.0
0.32,Ideal,F,VVS2,800.0
0.32,Ideal,F,VVS2,800.0
0.32,Ideal,F,VVS2,800.0
0.32,Ideal,F,,800.0
0.4,Ideal,H,VS2,800.0
0.36,Ideal,D,VS2,800.0
0.31,,E,VS1,800.0
0.31,Ideal,E,VS1,800.0
0.31,Ideal,E,VS1,800.0
0.43,Ideal,G,,800.0
0.38,Ideal,F,VS2,800.0
0.38,Very Good,F,VS2,800.0
0.38,Premium,F,VS2,800.0
0.38,Ideal,G,VS1,800.0
0.38,Very Good,F,VS2,800.0
0.38,Ideal,F,VS2,800.0
0.38,Very Good,F,VS2,800.0
0.4,Premium,E,VS1,800.0
,Ideal,F,VS2,800.0
0.33,Very Good,F,VVS2,801.0
0.33,Very Good,F,VVS2,801.0
0.41,Ideal,G,VS2,801.0
0.36,Ideal,E,VS2,801.0
0.36,Ideal,D,SI1,801.0
0.32,Good,E,VVS1,801.0
0.32,Good,E,VS2,801.0
0.31,Premium,,VVS1,801.0
0.31,Ideal,F,VVS1,801.0
0.31,Ideal,G,IF,801.0
0.31,Ideal,E,VVS1,801.0
0.33,Ideal,E,VVS2,802.0
0.33,Ideal,E,VVS2,802.0
0.3,Ideal,D,,802.0
0.33,Ideal,G,VVS1,802.0
0.32,Ideal,G,VVS1,802.0
0.3,Ideal,F,VVS1,802.0
0.3,Ideal,F,VVS1,802.0
0.3,Ideal,F,VVS1,802.0
0.3,Ideal,F,VVS1,802.0
0.3,Ideal,F,VVS1,802.0
0.3,Ideal,F,VVS1,802.0
0.3,Ideal,F,VVS1,802.0
0.34,Ideal,D,VS2,802.0
0.39,Ideal,G,VS1,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,G,VS1,802.0
0.31,Premium,H,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Ideal,H,,802.0
0.26,Ideal,G,VS1,456.0
0.32,Ideal,,SI2,456.0
0.33,Ideal,I,SI1,456.0
0.3,Good,G,VS2,456.0
0.25,Very Good,G,VVS1,457.0
0.34,Very Good,,VS2,457.0
0.3,Very Good,H,VS2,457.0
0.3,Ideal,,VS2,457.0
,Ideal,H,VS2,457.0
0.3,Ideal,I,VS1,457.0
0.3,Ideal,I,VS1,457.0
0.3,Ideal,I,VS1,457.0
0.31,Ideal,H,SI1,457.0
0.31,Good,I,VS1,457.0
0.31,Very Good,H,VS2,457.0
0.23,Very Good,E,VVS2,458.0
0.23,,D,VVS2,458.0
0.23,Very Good,D,VVS1,458.0
0.28,Very Good,D,VS1,458.0
0.23,Good,F,VVS1,458.0
0.23,Good,,VVS1,458.0
0.28,Good,E,VS1,458.0
0.31,Very Good,F,SI1,459.0
0.27,Ideal,I,VVS2,459.0
0.36,Ideal,J,VS2,459.0
0.27,Ideal,G,VS2,459.0
0.25,Ideal,G,VS2,459.0
0.25,Ideal,G,VS2,459.0
0.32,,G,SI2,459.0
0.34,Very Good,,SI1,459.0
0.31,Ideal,H,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,,H,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,Premium,,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,Ideal,H,,802.0
0.31,Premium,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Good,H,VVS2,802.0
0.31,Very Good,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Ideal,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Premium,H,VVS2,802.0
0.31,Premium,G,VS1,802.0
,Ideal,G,VS1,802.0
0.31,Ideal,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Ideal,G,VS1,802.0
,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Ideal,G,VS1,802.0
0.31,Ideal,G,VS1,802.0
0.31,Ideal,G,VS1,802.0
0.31,Ideal,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Ideal,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Very Good,G,VS1,802.0
0.31,Very Good,G,VS1,802.0
0.31,Very Good,G,VS1,802.0
0.31,Good,G,VS1,802.0
0.31,Very Good,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Very Good,G,VS1,802.0
0.31,Premium,F,,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
,Ideal,F,VS2,802.0
0.31,,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Very Good,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
,Ideal,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Very Good,F,VS2,802.0
0.31,Good,F,,802.0
0.31,Premium,F,VS2,802.0
0.31,Premium,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Ideal,F,VS2,802.0
0.31,Premium,F,VS2,802.0
,Ideal,F,,802.0
0.33,Ideal,E,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Premium,G,VS1,802.0
0.31,Ideal,D,VS2,803.0
0.33,Ideal,D,VS2,803.0
0.36,Ideal,,VS1,803.0
0.36,Ideal,F,VS1,803.0
0.36,Ideal,F,VS1,803.0
0.36,Ideal,F,VS1,803.0
0.43,Ideal,E,SI1,803.0
0.42,Premium,I,SI1,803.0
0.34,Premium,D,SI1,803.0
0.34,Premium,D,SI1,803.0
0.34,Very Good,D,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.42,Premium,I,SI1,803.0
0.34,Premium,I,,803.0
0.34,Premium,I,VVS1,803.0
0.34,Premium,I,VVS1,803.0
0.34,Premium,I,VVS1,803.0
0.34,Premium,D,SI1,803.0
0.34,,D,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.34,Ideal,,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.34,Premium,D,SI1,803.0
0.34,Premium,,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.34,Premium,D,SI1,803.0
0.34,Ideal,D,SI1,803.0
0.34,Premium,D,SI1,803.0
0.34,Premium,D,SI1,803.0
0.34,Premium,D,SI1,803.0
0.34,Premium,D,SI1,803.0
0.45,Premium,G,SI2,803.0
0.34,Ideal,I,VVS1,803.0
0.37,Premium,D,VS1,803.0
0.32,Ideal,D,VVS2,803.0
0.31,Ideal,D,VS2,804.0
0.31,Ideal,E,VS1,804.0
0.32,Very Good,D,,804.0
0.43,Very Good,F,VS2,804.0
0.31,Ideal,,VVS2,804.0
0.32,Ideal,D,VVS2,804.0
0.4,Ideal,G,VS2,804.0
,Ideal,F,VS2,804.0
0.33,,E,VS2,804.0
0.32,,E,VS2,804.0
0.31,Ideal,D,VS2,804.0
0.31,Ideal,D,VS2,804.0
0.31,Ideal,E,VS1,804.0
0.39,Very Good,I,VVS1,805.0
0.31,Ideal,D,VVS2,805.0
0.39,Ideal,I,VVS1,805.0
0.38,Ideal,E,VS2,805.0
0.34,Ideal,D,VS2,805.0
0.34,Very Good,D,VS2,805.0
0.34,Ideal,E,VS1,805.0
0.34,Ideal,D,VS2,805.0
0.34,Ideal,E,VS1,805.0
0.34,Premium,D,VS2,805.0
0.34,Ideal,E,VS1,805.0
0.34,Ideal,E,VS1,805.0
0.34,,E,VS1,805.0
0.34,Ideal,,VS2,805.0
0.34,Very Good,D,VS2,805.0
0.34,Ideal,E,VS1,805.0
0.34,Ideal,E,VS1,805.0
0.34,Ideal,D,VS2,805.0
0.34,Ideal,D,VS2,805.0
0.34,Premium,D,VS2,805.0
0.34,Premium,D,,805.0
0.34,Ideal,D,VS2,805.0
0.34,Ideal,E,VS1,805.0
0.34,Ideal,D,VS2,805.0
0.34,Premium,E,VS1,805.0
0.34,Ideal,D,VS2,805.0
0.33,Very Good,G,,806.0
0.35,Ideal,F,VVS2,806.0
0.33,Ideal,G,,806.0
0.33,,E,VS1,806.0
0.33,Ideal,H,IF,806.0
0.32,Premium,F,VVS2,806.0
0.6,Premium,H,I1,806.0
0.42,Ideal,I,VS2,807.0
0.35,Ideal,G,VS2,807.0
0.44,Ideal,I,VS1,807.0
0.44,Ideal,I,VS1,807.0
,,G,SI2,807.0
0.29,Premium,E,VVS1,807.0
0.36,Premium,F,VS2,807.0
0.36,,F,VS2,807.0
0.43,Ideal,D,SI1,807.0
0.4,Ideal,I,VVS2,807.0
0.4,Ideal,I,VVS2,807.0
0.4,Very Good,G,VS2,807.0
0.4,Ideal,G,VS2,807.0
0.4,Very Good,H,VS1,807.0
0.4,Premium,H,VS1,807.0
0.4,Good,H,VS1,807.0
0.4,Ideal,G,VS2,807.0
0.4,Premium,H,,807.0
0.4,Good,G,VS2,807.0
0.4,Good,G,VS2,807.0
0.4,Very Good,G,VS2,807.0
0.4,Ideal,H,VS1,807.0
0.4,Premium,H,,807.0
0.31,Very Good,F,VVS1,808.0
0.39,Very Good,E,VS2,808.0
0.32,Ideal,E,VVS2,808.0
0.38,Ideal,,VS2,808.0
0.32,Ideal,D,VS2,808.0
0.35,Ideal,I,IF,808.0
0.32,,D,VVS2,809.0
0.46,Very Good,F,SI2,809.0
0.38,Ideal,I,VVS2,809.0
0.32,Ideal,D,VVS2,809.0
0.32,Ideal,F,VVS1,809.0
0.37,Ideal,G,VS2,809.0
0.41,Ideal,F,VS2,809.0
0.37,Ideal,G,VS1,810.0
0.41,Ideal,G,SI2,810.0
0.36,Ideal,E,SI1,810.0
,Ideal,E,SI1,810.0
0.36,,E,SI1,810.0
0.36,Premium,H,VS1,810.0
0.36,Premium,H,,810.0
0.4,Very Good,J,VS1,810.0
0.4,Ideal,J,VS1,810.0
0.4,Premium,J,VS1,810.0
0.4,,J,VS1,810.0
0.4,Premium,J,VS1,810.0
0.4,Very Good,J,VS1,810.0
0.4,Premium,F,SI2,810.0
0.36,Ideal,H,VS1,810.0
,Premium,H,VS1,810.0
0.36,Premium,E,SI1,810.0
0.36,Premium,E,SI1,810.0
0.36,Ideal,E,,810.0
0.36,Ideal,E,SI1,810.0
,Ideal,E,SI1,810.0
0.36,Premium,E,SI1,810.0
0.36,Very Good,E,SI1,810.0
0.36,Ideal,E,SI1,810.0
0.36,Ideal,E,SI1,810.0
0.3,Premium,I,IF,810.0
0.3,Very Good,I,IF,810.0
0.36,Fair,F,VS1,810.0
0.44,Premium,H,VS2,810.0
0.42,Ideal,D,SI1,810.0
0.33,Premium,G,VVS1,810.0
0.33,Ideal,F,VVS2,810.0
0.42,Ideal,D,SI1,810.0
0.44,Ideal,F,SI1,810.0
0.33,Ideal,F,VVS2,810.0
0.42,Ideal,D,SI1,810.0
0.44,,E,SI1,810.0
0.42,Premium,D,SI1,810.0
0.33,,F,VVS2,810.0
0.44,Very Good,I,VS1,810.0
0.42,Very Good,,SI1,810.0
0.33,Ideal,G,VVS1,810.0
0.44,Ideal,E,SI1,810.0
0.42,,D,SI1,810.0
0.42,,D,SI1,810.0
0.44,Very Good,E,SI1,810.0
0.42,Ideal,D,SI1,810.0
0.44,Ideal,E,SI1,810.0
0.37,Ideal,H,VVS1,810.0
0.44,Premium,E,SI1,810.0
0.42,Ideal,D,SI1,810.0
0.42,Ideal,D,SI1,810.0
0.42,Premium,D,SI1,810.0
0.42,Premium,D,SI1,810.0
0.42,Premium,D,SI1,810.0
0.33,Very Good,,VVS2,810.0
0.33,Ideal,,VVS2,810.0
0.41,Very Good,I,VVS2,811.0
0.41,,G,,811.0
0.37,Ideal,E,VS2,811.0
0.37,Premium,E,VS2,811.0
0.37,Premium,E,VS2,811.0
0.37,Ideal,E,VS2,811.0
0.37,Premium,E,VS2,811.0
0.37,Ideal,E,VS2,811.0
0.34,Ideal,I,SI1,459.0
0.34,Ideal,I,,459.0
0.34,,I,SI1,459.0
0.34,Premium,I,SI1,459.0
0.34,Ideal,I,SI1,459.0
,Ideal,I,SI1,459.0
0.34,Very Good,I,SI1,459.0
0.34,Ideal,I,SI1,459.0
0.33,Very Good,G,SI2,460.0
0.25,Ideal,F,VS2,460.0
0.25,Ideal,G,VS1,460.0
0.35,Good,F,SI2,460.0
0.35,,F,SI2,460.0
0.35,Premium,J,VS1,460.0
0.24,Very Good,,VS2,461.0
0.24,Very Good,F,VS2,461.0
0.24,Very Good,F,,461.0
0.24,Very Good,E,VS1,461.0
0.31,Ideal,J,VVS1,461.0
0.32,Ideal,,SI1,461.0
0.32,Ideal,G,SI1,461.0
0.3,Ideal,F,SI1,461.0
0.3,Ideal,F,,461.0
0.32,Premium,H,SI1,461.0
0.32,Premium,H,SI1,461.0
0.32,Very Good,H,SI1,461.0
0.32,Good,H,SI1,461.0
0.32,Good,H,SI1,461.0
0.32,Very Good,H,SI1,461.0
0.37,Very Good,E,VS2,811.0
0.37,Very Good,E,VS2,811.0
0.37,Very Good,E,VS2,811.0
0.37,Ideal,E,VS2,811.0
0.37,Ideal,E,VS2,811.0
0.37,Very Good,E,VS2,811.0
0.37,Ideal,,VS1,811.0
0.37,Ideal,E,VS2,811.0
0.37,Ideal,F,VS1,811.0
0.37,Very Good,E,VS2,811.0
0.37,Ideal,E,VS2,811.0
0.37,Ideal,,VS2,811.0
0.37,Ideal,E,VS2,811.0
0.37,Very Good,E,VS2,811.0
0.37,Premium,E,VS2,811.0
0.3,Ideal,E,VVS2,812.0
0.38,Premium,E,SI2,812.0
0.38,Premium,D,SI2,812.0
0.38,Ideal,D,SI2,812.0
0.38,Premium,D,SI2,812.0
0.38,Premium,,,812.0
0.38,Premium,I,VS2,812.0
0.38,Premium,I,VS2,812.0
0.38,Premium,I,VS2,812.0
0.38,Premium,H,SI1,812.0
0.38,Premium,H,SI1,812.0
0.38,Very Good,H,SI1,812.0
0.38,Premium,D,SI2,812.0
0.38,Ideal,E,SI2,812.0
0.44,Very Good,I,VS1,813.0
,Ideal,G,VVS1,813.0
0.3,Ideal,E,VVS1,813.0
,Ideal,E,,813.0
,Ideal,E,VS2,813.0
0.44,Ideal,G,SI1,813.0
0.3,Ideal,G,IF,813.0
0.4,Fair,E,VS2,813.0
0.43,Premium,F,SI2,813.0
0.41,Very Good,G,VS2,813.0
0.3,Very Good,E,VVS2,814.0
0.3,Very Good,F,VVS1,814.0
0.3,Very Good,F,VVS1,814.0
0.31,Good,F,VS1,814.0
0.31,Fair,E,VS2,814.0
0.31,Ideal,F,VVS2,814.0
0.33,,E,VVS2,814.0
0.33,Ideal,E,VVS2,814.0
0.33,Ideal,E,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,Ideal,D,VVS2,814.0
0.3,,D,VVS2,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.32,Ideal,G,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,,814.0
0.3,,F,VVS1,814.0
,,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.3,Ideal,F,VVS1,814.0
0.32,Ideal,,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.32,Ideal,H,IF,814.0
0.4,Good,,VS2,814.0
0.26,,F,VVS1,814.0
0.26,,E,VVS1,814.0
0.26,Premium,E,VVS1,814.0
0.42,Premium,E,SI2,814.0
0.47,Premium,I,,814.0
0.3,Premium,E,VS1,814.0
0.32,Premium,E,VVS1,814.0
0.32,Ideal,E,VVS1,814.0
0.3,Good,E,VVS2,814.0
0.32,Ideal,D,VS1,814.0
,Very Good,F,SI2,815.0
0.29,Very Good,F,IF,815.0
0.37,Ideal,G,VVS2,815.0
0.29,Ideal,,VVS2,815.0
0.31,Ideal,D,VVS2,815.0
0.31,Ideal,D,VVS2,815.0
0.37,Ideal,H,VVS1,815.0
0.37,Ideal,H,VVS1,815.0
0.37,Ideal,H,VVS1,815.0
0.31,Ideal,F,VVS1,815.0
0.31,Ideal,F,VVS1,815.0
0.29,Ideal,F,VVS1,815.0
0.4,Ideal,H,VS1,815.0
0.29,,E,IF,815.0
0.38,Premium,D,SI1,815.0
0.32,Very Good,,VVS2,816.0
0.34,Good,E,VS2,816.0
0.32,,E,VVS2,816.0
0.32,Ideal,E,VVS2,816.0
0.39,Ideal,G,VS2,816.0
0.34,Ideal,E,VS1,816.0
0.4,Good,G,VS2,816.0
0.31,Premium,E,VS1,816.0
0.31,Premium,E,VS1,816.0
0.4,Premium,G,SI1,816.0
0.31,Premium,D,VS2,816.0
0.31,Premium,D,VS2,816.0
0.34,Fair,F,VS2,816.0
0.34,Ideal,,VS2,816.0
0.31,Ideal,D,VS2,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Ideal,H,IF,816.0
0.31,Premium,,VVS2,816.0
0.31,Ideal,E,VVS2,816.0
0.39,Ideal,I,VS1,816.0
0.31,Very Good,G,VVS1,816.0
0.31,Very Good,G,VVS1,816.0
0.31,Good,G,VVS1,816.0
0.31,Ideal,E,VVS2,816.0
0.31,Premium,G,VVS1,816.0
0.31,Ideal,E,VVS2,816.0
0.31,Very Good,E,VVS2,816.0
0.31,Ideal,H,IF,816.0
0.31,Premium,G,VVS1,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Premium,E,VVS2,816.0
0.31,Premium,E,VVS2,816.0
0.31,Ideal,E,VVS2,816.0
0.31,Very Good,G,VVS1,816.0
,Premium,G,VVS1,816.0
0.31,Good,G,VVS1,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Good,G,VVS1,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Very Good,G,VVS1,816.0
0.31,Premium,G,,816.0
0.31,Premium,G,VVS1,816.0
0.31,Premium,,VVS2,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Premium,G,VVS1,816.0
0.31,Premium,G,VVS1,816.0
0.31,Very Good,G,VVS1,816.0
0.31,Very Good,G,VVS1,816.0
0.31,Ideal,G,VVS1,816.0
0.31,Ideal,H,IF,816.0
0.31,Premium,H,IF,816.0
0.31,Ideal,E,VVS2,816.0
0.31,Premium,G,VVS1,816.0
0.31,Ideal,G,VVS1,816.0
0.39,Very Good,I,,817.0
0.36,Ideal,F,VVS2,817.0
0.25,Ideal,F,VVS1,817.0
0.38,Ideal,G,VS1,817.0
0.36,Ideal,E,VS1,817.0
,Ideal,D,VS1,817.0
0.37,Premium,G,VS1,817.0
0.43,Very Good,G,VS1,817.0
0.38,Very Good,D,VS2,818.0
0.43,Ideal,G,SI1,818.0
0.41,Premium,E,SI2,818.0
0.41,Very Good,E,SI2,818.0
0.41,Premium,E,SI2,818.0
,Very Good,E,SI2,818.0
0.41,,E,SI2,818.0
0.41,Very Good,E,SI2,818.0
0.41,Good,E,SI2,818.0
0.41,Premium,D,SI2,818.0
0.41,Very Good,D,SI2,818.0
0.41,Fair,E,SI2,818.0
0.37,Very Good,E,VS1,818.0
,Good,E,,818.0
0.4,Very Good,H,VS1,818.0
0.34,Very Good,E,VVS2,819.0
0.34,Very Good,G,VVS1,819.0
0.34,,G,VVS1,819.0
0.36,Ideal,F,VS1,819.0
0.3,Premium,G,VVS2,819.0
0.3,Very Good,H,VVS1,819.0
0.3,Premium,H,VVS1,819.0
0.3,Ideal,H,VVS1,819.0
0.3,Very Good,G,VVS2,819.0
0.3,Ideal,G,VVS2,819.0
0.3,Ideal,G,,819.0
0.3,Premium,G,VVS2,819.0
0.3,Fair,G,VVS2,819.0
0.4,Ideal,G,VS1,819.0
0.37,Very Good,D,VS1,820.0
0.35,Ideal,G,VVS2,820.0
0.39,Ideal,I,VVS1,820.0
0.33,Ideal,G,VVS1,820.0
0.33,Ideal,G,VVS1,820.0
0.4,Ideal,J,SI1,820.0
0.33,Ideal,H,,820.0
0.4,Good,G,VS1,820.0
0.27,Premium,F,IF,820.0
0.36,Very Good,G,VS1,821.0
0.32,Ideal,H,VVS1,821.0
0.31,Ideal,F,VS1,821.0
0.31,Ideal,F,VS1,821.0
0.31,Ideal,F,IF,821.0
0.4,Premium,E,SI2,821.0
0.34,Premium,G,VS1,821.0
0.36,Very Good,G,VVS1,821.0
,Ideal,F,VS2,821.0
0.39,Very Good,F,VS2,821.0
0.39,Premium,I,VVS1,821.0
0.39,Very Good,F,VS2,821.0
0.39,Very Good,F,VS2,821.0
0.36,Ideal,H,VVS1,821.0
0.36,Very Good,G,,821.0
0.4,Very Good,G,VS1,822.0
0.38,Ideal,F,VS2,822.0
0.33,Ideal,D,VS2,822.0
0.41,Very Good,G,VS1,823.0
0.37,,D,SI1,823.0
0.4,Good,H,VVS2,823.0
0.42,Ideal,G,VS1,823.0
0.42,Ideal,H,VVS2,823.0
0.33,Ideal,F,VVS2,824.0
0.33,Ideal,F,VVS2,824.0
,Ideal,F,VVS2,824.0
0.36,Ideal,,VVS1,824.0
0.41,Ideal,I,VS1,824.0
0.41,Ideal,F,SI1,824.0
0.41,Ideal,E,SI1,824.0
0.31,Ideal,G,VS1,824.0
0.34,Very Good,F,VVS2,825.0
0.34,Very Good,F,VVS2,825.0
0.36,Very Good,F,VS1,825.0
0.36,Very Good,F,VS1,825.0
0.4,Ideal,G,VS2,825.0
0.45,Ideal,I,VS1,825.0
0.45,Ideal,I,VS1,825.0
0.45,Ideal,I,VS1,825.0
,Ideal,E,VS1,825.0
0.32,Ideal,E,VS1,825.0
0.32,Ideal,E,VS1,825.0
0.32,Ideal,E,VS1,825.0
0.28,Ideal,F,IF,825.0
0.3,Good,D,VVS1,825.0
0.37,Good,,VS1,825.0
0.42,Premium,D,VS2,825.0
0.34,Ideal,E,VVS2,826.0
0.3,Ideal,E,VVS1,826.0
0.3,Ideal,E,VVS1,826.0
0.3,Ideal,,VVS1,826.0
